text,expected,predicted
"Тебе какое дело до лагушатников и киви то? Они относятся к тебе хуже, чем к тем же туркам так то.
",1.0,1.0
"Обнимая небо - авторы постарались над сценарием
",0.0,1.0
"Я его не осуждаю, очень иногда интересно послушать о том как было, но и не поддерживаю, надо нынешнюю страну улучшать, а не пытаться вернуть что было
",0.0,0.0
"1. Не каждая. Просто по факту сочетание суглинок супесь и высокая вода это .... весьма редкий случай для высокого уровня заложения фундамента. А вот с глиной это достаточно часто. Вот специально взял супесь но без воды. И результат см на фото. То есть теоретически да возможна ситуация, Очень тяжёлый дом, вырыли траншею, там хлюпает вода.... 3. см п.1 А зачем, меньше чем 50см не сделать, а её хватает.
",0.0,0.0
"Запуск вертолёта береговой охраны.
",0.0,0.0
"Да и так видно что СЭС не эффективна по вложениям. Все построеные СЭС живут за счет того что правительство обязывает закупать у них электроэнергию по ЗАВЫШЕНЫМ тарифам. Думаете это никак не отразится на ценах на электроэнергию для людей? Так вот пока она составляет малый процент все ок. Влияние на цену незначительное. Да и если бы она не была убыточна ее бы не спонсировало государство в других странах. Т.е оно явно выходит дороже. Вы можете даже сам для своего дома посчитать выгодность панелей и их окупаемость по своему тарифу. А теперь вычтите процентов 20-30 из стоимости и пересчитайте еще раз это будет цена оптовой закупки электроэнергии. У нас немного не те широты что бы с СЭС был большой толк. Еще раз повторюсь без емких АКБ толку от СЭС немного. Вот в случае с ВЭС все немного иначе, хотя и не так уж и гладко. то любят сразу лозунгами бросаться - невыгодно, не надо нам, лучше АЭС... Потому что даже АЭС несмотря на свою дороговизну выходит выгоднее. И в плане мощности на единицу площади. Выбросов не считая отходов не имеет. Хотя даже угольная станция при должной фильтрации не очень много вредных выбросов имеет. Кстате СЭС на фокусировке лучей я считаю вполне имеет право на жизнь, но имеет много ограничений.
",0.0,0.0
"Потому что ежемесячное пособие составляет 40 среднего зароботка,, но не более 26 152 рубля 27 копеек.
",0.0,0.0
"Ну давай разберём всё тобой написанное. Бляядь, вы действительно думаете вы лучше пидорашек? Ну в целом, всё что живёт в рашке - затронуто говномидасом, но никто тут это не признает. сейчас воспитывают массу хороших кодеров В соседнем треде обоссали уже. Иди обтекай. Вы унижаете русских детей в школе Я учился в рашке и у нас был класс, который состоял онли из русачков. Думаешь, что то изменилось? Чурки тебе говна в жопу залили и заставили русачков в классе кошмарить омежных русачков? Я не люблю выражаться фразами нациков, но вы воистину столетия просто сидели в горах и ебали баранов, вас даже народ-пидор смог захватить. Плоховато ты знаешь историю. Когда русня пришла на Кавказ, тут всё уже было поделено османами и персами. А потом РИ наебала персов и постоянно нападала на османов высасывая причины из пальца, в принципе, русачки, что от них ещё было ожидать. В прошлом вы (чеченцы, даги и прочие сорта) были просто дикарями...А если говорить о среднеазиатах, которые бугуртят с оккупации, то вы были обычными нищими кочевниками Очередной акт незнания истории. Например у кавказцев по факту у народов отвественных за этногенез дагов и азеров уже был Дербент, а русачков даже в планах не было. Почитай историю Кавказа и Средней Азии, там были и локальные империи и нагибы округи и прочее и прочее. Называют русских пидорашками, славщитом. Говоришь это так, будто бы в этом что то плохое. У меня знакомые po рашеры irl, которые являются русскими и которые ссут на русню с ещё большей колокольни чем я Сейчас вас все боятся потому, что если пидорашка сделает в вас пару дырок, защищая себя, то его посадят на бутылку, а если вы убьёте пидорашку, то вам нихуя не будет. Может потому что в рашке мочить с волыны ножа человека, который идёт на тебя с кулаками - превышение пределов самообороны? Кто виноват в том, что русня настолько вырожденческая, что один чеченский доходяга ставит на колени группу русачков? Ты думаешь, будь руснявая гопота менее вырожденческая, то так же людей не кошмарила? Кто виноват, что вы морозитесь или даёте по съебатору, когда видите, как вашего славянского друга избивают унижают? Да чего уж там, тот митинг вспомните, где жирик, какого то парня на колени поставил и все вокруг стоят и снимают, словно стадо руснявых баранов. Зуб даю, в той толпе стояли его друзья и знакомые. Лично для меня это пиздец, особенно проигрываю, когда там не какой нибудь братуха-борцуха, а смарчёк чеченский. Никогда бы не бросил и не бросал друга в таком пиздеце и не важно, какой нации был друг, а какой нападавший. Вся ваша проблема не том, что вы слабками, не в том, что большинство русачков еблом похож на свинью, не в том, что за тысячу лет существования не смогли построить нормальную цивилизацию и другим не давали. Проблема в обыкновенной ошибке выжившего, вы видите кавказское быдло гопника, потому что оно в среднем сильнее, напористее, агрессивнее и образ кавказца, как лица которое представляет опасность выжигается у вас в мозгах, при этом не хотите замечать, что у вас, целые города набитые руснявыми АУЕшниками, потому что один среднестатистический руснявый гопник ауешник быдлойд сосёт у одного среднестатистического чуркобесского гопника быдлойда. В конечном итоге русачков в станице кущевской ебал кто? Другие русачки. В школу приезжали и выберали лолей на поёбку кто? Другие русачки. Сжигал русачков кто? Другие русачки. Всё вскрылось совершенно случайно. Сколько таких станиц, деревень и городов по всей рашке? аз-кун
",1.0,0.0
"Кончай жрать говно и отойди от зеркала.
",1.0,0.0
"Дистиллированная вода не утоляет жажду
",0.0,1.0
"Сказки на ночь это хорошо, спиться крепче. Только один нюанс, если сравнить с материнским капиталом, он даётся родившим 2 ребёнка после принятия закона. А кто родил до, те ничего не получали.
",0.0,0.0
"ну так в том и дело, что половина записей не дойдет, половину потеряют.
",0.0,0.0
"Просто разговор выше был про нашу страну, и у нас все по-другому в законодательстве. Законов США я не большой знаток
",0.0,0.0
"За спрос денег не берут. Может там триал-период есть
",0.0,0.0
"В америке еще больше возросло число заказов на подземные бункеры.
",0.0,0.0
"Ну то есть, 20000 платим, с родителей берем в 2 раза больше. Разница в карман. Замечательные студенты. Тут скорее родители дали 40 они 20 проебали, а оставшиеся 20 закинули за учебу, а чтобы от родителей не получить пытаются поменять 20 на 40
",0.0,0.0
"Эх, как мы могли проебать свою свободу. свободу чернушный говноканал, сосавший немытый обрезанный хуй жидяры Гусинского
",1.0,1.0
"У них документы на руках, обращаются в страховую, а дальше я не знаю, ну им то без проблем должны выплатить как я понял.
",0.0,0.0
"Это в принципе единственный выход из комнаты, причем тут эвакуационный коридор?
",0.0,0.0
"Название темы - как описание товара на али экспресс)
",0.0,1.0
"Я пользуюсь wacom ctl 480 - устраивает, не тормозит, достаточная поверхность (формат А5), хз, для начинающих вполне пойдет, перо чувствительное, в комплекте еще три сменных грифеля. Они вроде уже не выпускаются, я покупала с рук вообще за копейки. Кстати как вариант. Планшет не зависит от мощности компа, по сути, это просто еще один способ ввода, как тачпад.
",0.0,0.0
"Это всё хорошо, но страна.уа контора уровня ФБК или цензора, половина новостей фейк Пруфов что это фейк конечно же не будет, да порохобот ебанный?
",0.0,0.0
"засрал Дюнкерк , НИ ПРА ДИДОВ, ДАЙТИ ДИДОВ ? ну кажити иму шо нолан - гений! А если ему не нравится манера съёмки, так он просто ВАТНИК И ПИДАРАХА! если вам не нравятся 28 панфиловцев я щас просто сделаю вид, что не знаю о том, что ему этот фильм самому не понравился
",1.0,0.0
"Отчего у человека грустное ебало? Он не болен, не калека - просто заебало. Заебало не по-детски, как порой бывало, А серьезно, блять, пиздецки, нахуй заебало! (с)
",1.0,1.0
"5 лет в 5 банках карл, может полы мыл
",0.0,0.0
"Меня не интересует причина, меня беспокоят последствия
",0.0,0.0
"Да я не против травли уебков, но против травли обычных людей. В чем проблема то дебил блять ?
",1.0,0.0
"А при чем тут сложный характер? В случае с ТС и вовсе, думаю, говнистость имеют ввиду, под сложностью. Потому что чаще всего именно так и бывает в жизни.
",0.0,0.0
"А как выжить после такого вопроса, вы узнаете на втором занятии нашего интенсива
",0.0,0.0
"Ебать тебя разносит, шизик.
",1.0,1.0
"Какой-то неправильный список ответов...
",0.0,1.0
"их продают в мусульманских магазинчиков. Про полезность этих трав встречаются в Коране или хадисах. Например черный тмин , кыст аль хинди и тд . Для волос аргановое масло, чесночные , масло усьмы есть кажется. Но точно не помню как называется. Погуглите
",0.0,0.0
"и правда, по обряду женщину полагается сжигать живьем вместе с умершим мужем, а не кусать.
",1.0,0.0
"Задай ему простой вопрос: Какое действие или решение правительства Мадуро повлекло рост реально располагаемых доходов граждан?
",0.0,1.0
"А покупателю он зачем как он поможет убедиться в чистоте сделки?
",0.0,1.0
"Сахар, как мне кажется, срабатывает как катализатор процессов брожения. Могу ошибаться.
",0.0,1.0
"Потому что это евреи, а не жЫдЫ как у нас
",1.0,1.0
"Какой то он жалкий всё время. Этакая тень Льва Давидовича. Как неприкаянный дурачок, но настырный и упрямый.
",1.0,0.0
"Женщина красивая. Актриса никакая. Смотрел помню трансформеров - плевался.
",0.0,0.0
"Пройти мимо было лучше, пусть на васиной голове ещё и попрыгают
",1.0,0.0
"Бляблябля, я ж жрал. Буээээ
",1.0,1.0
"Смотрите, петух закукарекал. Пади падмойся, Маня
",1.0,1.0
"Плюсы: -Какие же хохлы дегенераты, пиздец просто. Минусы: -Какие же хохлв дегенераты, пиздец просто.
",1.0,1.0
"Ок. А как тогда космонавты пьют?
",0.0,0.0
"Сейчас на твиче банят даже за слова пидарас так как гомофобия, возможно впопич ввиду своей тупости не ознакомился с новыми правилами твича.
",1.0,0.0
"Это надо делать не на станциях, а на участке пути, где скорость высокая.
",0.0,0.0
"Познакомил меня с индустриальным майном.
",0.0,0.0
"Так этим пидорам толерантным и надо. За что боролись на то и напоролись.
",1.0,0.0
"Дает, но уродится косоглазо пиздоглазый даун, т.е. руццкий
",1.0,0.0
"Пук шлюхи Видел я в интернете полно таких шлюшар которые ноют что им типа одиноко и фоточку свою напомазанную прикрепляют. Ты охуеешь сколько этим шалашовкам пишут.
",1.0,1.0
"Социальное давление обостряется АНТОША, ТЕБЕ УЖЕ NN! ВРЕМЯ ПОДВОДИТЬ ИТОГИ, СРАВНИВАТЬ СВОИ ДОСТИЖЕНИЯ С ДОСТИЖЕНИЯМИ СВЕРСТНИКОВ Бомбануло от того, что кто-то забыл поздравить, бомбануло от того, что кто-то поздравил фальшиво, бомбануло от того, что у Ерохина была пенная вечеринка с девками в коттедже, а у тебя всратое общажное застолье с обрыганами, список бесконечный
",1.0,0.0
"Что ты несешь? ты поехавший? Ты понимаешь чем к примеру физичиеские законы отличаются от теорий разной степени охуительности ? Закон гравитации работет на всей планете Земля независимо от твоих манятеорий. Пространство блядь- трехмерно. А ты утверждаешь что оно может быть , 5,6 и прочее мерным, но доказать и продемонстрировать мы не можем по этому представим... Ты ты тупой верун Есть невидимый мужик , доказать и подтвердить мы не можем но давайте поверим... Иди нахуй. Ты настолько туп что не понимаешь даже что время- это иллюзия.
",1.0,1.0
"Заебись. Тебе в любой теме пиздануть такое надо?
",1.0,1.0
"Противостояние Пятерочки и, например, Дикси примерно такой логике: лучше воткнуть 2 одинаковых магазина-сетевика рядом, чем рядом воткнутся конкуренты.
",0.0,0.0
"Тинькофф главпетухи среди банков, сужусь с уродами...
",1.0,0.0
"о.о я наоборот как-то 12 встречаю реже, чем 10.5-11. как так?
",0.0,0.0
"Забавно! Хохол хочет казаться москалем.
",1.0,1.0
"А там выяснилось, что над подобными проблемами пытался работать не только он, правда, безуспешно. Ему ненавязчиво предложили соавторство в работах, но Пичужкин отказался. Теперь он никогда не станет доктором наук и поэтому бухает. Странно.То есть науку в 90-е гнобили,какбэ пытается сказать нам автор.Но потом наука оказывается немножко...не такой.Не такой уж и хорошей. Но самое главное,чего не могут обьяснить страдающие ностальгией-куда девалась эта чудная и прекрасная страна.В один миг куда -то провалилась.И нашествия вроде вражеского не было.Ни чумы,ни глада ни мора? Фьють и исчезла.
",0.0,0.0
"Есть же шелкография - дешево, результат зависит только от навыков и качества расходников. Все остальные способы, кроме разве прямой промышленной печати на ткань, долго на изделии не задержатся.
",0.0,0.0
"Нет. В сбере сегодня буквально, по телефону решал вопрос по карте, весь номер просили озвучить.
",0.0,0.0
"Я не знаю, что там по идее, а по закону можно подать иск и взыскать долг даже через 20 лет, если ответчик не заявит о пропуске срока давности
",0.0,0.0
"И вода была во всех фильтрах. Мембрана же горизонтально лежит, вода из нее не вытечет сама.
",0.0,0.0
"Очередь к неврологу у нас больше месяца ХD и все что он делает - отправляет на рентген, у вас остеохандроз) как бы да, неплохо было бы написать препараты и терапия, которая помогла. Все равно без рецепта их никто не продаст, а так у людей будет выбор
",0.0,0.0
"Эксперт уровня который мы заслужили вообще не знает о чём говорит. Мощные ядерные заряды - хуже. Все страны не просто так перешли на много маленьких боеголовок вместо нескольких мощных - за тот же вес маленькие наносят больше урона потому что 1) для увеличения заряда на каждую следующую мегатонну требуется нелинейно бОльшее количество доп. вещества чем для предыдущей мегатонны. 2) радиус взрыва растёт медленнее чем линейно. То есть 100 бомб по 1Мт одна на 100Мт.
",0.0,0.0
"с двух сторон заборы почти вплотную, с третьей стороны стена дома, четвертая - открытая там участок. жизнедеятельность ну там посидеть, покушать, туда сюда.
",0.0,0.0
"Я бы поиграл с его членоносом :3
",1.0,0.0
"Ух ты, удмуртская мартышка пытается в перефорсы. Забавно.
",1.0,0.0
"Просто был дан приказ набрать отряд боевых пидарасов
",1.0,1.0
"А покажите процесс, пожалуйста!
",0.0,1.0
"Конечно же с того, как тупорылый паук обосрется, пытаясь засрать железную логику Стаса и его непоколебимые убеждения. Если уж чмо не смогло Светова в говно макнуть, этого прохиндея, то Стас просто вытрет пауком полы в общественном толчке под названием стрим а я буду хохотать во все горло
",1.0,0.0
"круто, но себе бы не стал делать никакой гарантии что подсунут китайскую поддельную арматуру, и всё развалится
",0.0,0.0
"Это кто тут Шелдона минусит за пидораз?
",1.0,1.0
"Быдло сестра называет девушку парня тупой шлюхой, а та ещё и извиняется..
",1.0,1.0
"3.2 млн и коррупция? Просто выполнили план.
",0.0,0.0
"Я кстати давно голову ломаю, зачем в автомобилях компрессор кондиционера запитан ремнём от движка и отжирает его мощь, повышая расход топлива. Ведь когда машина едет - она купается в халявной энергии - от силы трения, от набегающего воздуха, от всего. Да хотя бы нагрев от движка бесцельно уходит в атмосферу. Преобразуй эту энергию в электричество, запитай от неё кондёр и охлаждайся нахаляву!
",0.0,0.0
"Забыл опиздюливание хохлов
",1.0,1.0
"Не помню, как называется рассказ, но там было фокусника, которого заперли в египетской пирамиде. Понравился потому, что конец относительно хороший)
",0.0,0.0
"Вышел покурить на балкон, а тут Ын курит. Постояли, покурили.
",0.0,1.0
"Это скорее хаиль фюрер
",1.0,0.0
"Бабка надвое сказала. Зная достижения ЕА по закрыванию контор либо их переориентации на более важные, по мнению ЕА, жанры и проекты - утверждать что ЕА чего то там будут ждать, ну как минимум не соответсвует их послужному списку.
",0.0,0.0
"Знак не заметил, у них второстепенная, в этом случае нельзя совершать обгон на перекрестке. Тогда лишение.
",0.0,0.0
"На вкус и цвет фломастеры разные. Тут коллективный разум не работает, так что я воздержусь наверно.
",0.0,0.0
"Как подробно он о себе рассказал все-таки.
",0.0,1.0
"Я тоже не каждый день машины покупаю, что не так с ДКП?
",0.0,0.0
"Ким Чен Ким.. Ын это имя. А фамилия Ким.
",0.0,0.0
"Смешно, но для больших зп есть льготы по взносам.
",0.0,0.0
"01:30 о встрече с Чубайсом 02:40 как Шарий защищается 04:45 как пахнет Киев 06:40 как Шарий вернется на Украину 09:00 Шарий троллит телек 10:55 кто травил Скрипалей 17:24 что должно произойти, чтобы Шарий поехал в Крым 19:00 почему Шарий не летает в Россию 20:05 об убийстве Захарченко 20:32 кто вывозит деньги из Донбасса 24:15 вернется ли Донбасс в состав Украины 25:40 За кого Шарий будет голосовать 26:05 что будет с NewsOne 27:20 будет ли Шарий работать в правительстве 28:15 если бы Путин участвовал в выборах на Украине 32:40 Вакарчук - фрик 33:30 либерал или социалист 36:20 вопрос от Гоблина 39: 20 о Сталине 42:57 кому выгодна война на Донбассе 45:00 все о Савченко 48:48 плачет, смотря на картины 50:54 когда следующий видос про Навального 54:00 почему Шарий атакует либералов 56:06 об Илоне Маске 57:30 брутальный Шарий в Луи Витоне и Гуччи 58:10 Шарий покупает новую машину 59:05 Хабиб или Конор? 01:02:35 за что Шарий бьет себя по щекам 01:03:09 религиозная война на Украине (о Томосе) 01:05:11 Шарий агитирует за партию Мураева Наши 01:05:52 Венгры возьмут Закарпатье? 01:08:20 чем дело кончится?
",1.0,0.0
"Ха, у меня был такой станок. Покупал за 10тыр. Потом менял два раза, разваливлись ремешки и вообще весь механизм служил недолго. Последний раз когда он сломался его просто выкинул нафиг. Зажимать пачку бумаги прижимом гильотинного резака(переложив сверху и снизу толстой фанерой) удобнее, а сверлил обычной дрелью... Но год гарантии на него, устанешь чинить
",0.0,0.0
"Лучше чем последний полет Валеры и прощальный монолог с Мишей треч контент ещё не выдавал.
",0.0,0.0
"Если она программист, то ебать её нужно за такое наименование переменной, ну или за использование оператора присваивания для сравнения
",0.0,0.0
"Как сказал муж: в тебя можно кидать рандомными продуктами и ты что-нибудь придумаешь и будет вкусно) Сегодня вот куриное филе отбито, мазиком смазано, сверху лук и паприка, накрыто сыром, всё это в духовку, по соседству картофель в ломтиках с кожурой, полито оливковым маслом и присыпано специями и в пакете. Через 40 минут духовочка открывается, пакет разрывается и ломти картофеля раскладываются по противеню, задвигается это дело наверх, под гриль ещё минут на 10-15, чтобы появилась корочка. Как-то так, да)
",0.0,0.0
"Нет, просто там французский сыр.
",0.0,1.0
"Хм...музыка,сарафанное радио,чем не реклама или реклама это только телевидение и радио?
",0.0,0.0
"Там вроде нужно в задании 2 палочки переложить так, чтобы получилось верное решение
",0.0,0.0
"Правильно. Грудинин этот против пенсионной реформы выступает. Значит враг расеюшки и путена! Еще может в думе вопросы неудобные поднимать понимаешь! Сука такая!
",1.0,0.0
"Крупноузловая сборка автомобилей это вообще мировой стандарт автомобилестроения Да неужели? Прямо стандарт? Т.е. из волшебного источника выпрыгивают собранная рама, собранный кузов, а невероятные профессионалы их между собой соединяют? Россия производит любую сталь и очень успешно продает её по всему миру Это сырьё. Товар с минимальной прибавочной стоимостью. РФ ещё и нефть продаёт. Правда бензин из той нефти в РФ же стоит почему-то дороже чем в США.
",0.0,0.0
"с тваей мамкай)0) азаза
",1.0,0.0
"На самом деле, нельзя говорить точно, какая скорость похудения - правильная. Килограмм в неделю - это в среднем по больнице. На первых порах, например, если урезать углеводы и перестать есть слишком соленую пищу, можно за неделю-другую потерять 5-10 кг просто из-за изменения баланса воды в организме. Затем если будете спортом заниматься при низкоугдевожной диете, то уменьшится гликогеновое депо в мышцах - ещё сколько-то килограмм. А мы даже не начали жечь жирок.
",0.0,0.0
"А где сейчас живет гомикадзе? Почему конкретно он свинтил с рашки?
",1.0,0.0
"А не пошел бы ты нахуй
",1.0,1.0
"Можно глупый вопрос? Давно хочу себе фильтр, но не совсем могу представить как он работает. Я погуглила фильтры, и в характеристиках даже дорогих моделей написано, что он накапливает воду до 15 литров за час. Но разве это не мало? Вот мою я посуду... Или на время мытья посуды его надо как-то отключать?
",0.0,0.0
"Всего 30-40 секунд такой беговой активности у котов - столько надо, чтобы поймать в дикой природе добычу
",0.0,0.0
"У нас до сих пор по городу такие тралики ходят
",0.0,0.0
"Жалость то какая, бедные кошки.
",0.0,0.0
"Сложил ингридиенты, получил 1.5 кг. Не великоват ли тортик?
",0.0,0.0
"У меня из четырех кошек один кот такой. Любимая поза - лежа. Не кастрированный.. но ленив.
",0.0,0.0
"Да, мне помню понравилось, но поскольку на пеке не было, 1 раз посмотрел только и щас всё забыл почти.
",0.0,0.0
"Меня такая белая плиточка выбешивает - сразу либо сортир вспоминается, либо операционная какая или процедурный кабинет. Очень она неуютная плиточка эта. Не думал, что шведы её используют и вот такие интерьеры имеют...
",0.0,0.0
"друг, да ты сам похоже не особо шаришь) Прикинь, Word умеет в PDF)
",0.0,1.0
"Дай пять бро Я даже представить не мог что это орех, ну картофан натуральный)
",0.0,0.0
"очень жду этого, надеюсь наша содержанка нас порадует топ контентом)
",1.0,0.0
"РФ готова поддерживать хоть черта лысого, если это поднимет цену на нефть.
",1.0,0.0
"Естественный отбор, хотите сказать? Штука хорошая, если ты хочешь жить в каменном веке. Хочешь есть? Иди найди, убей или отбери еду у другого. Заболел? Сдохни. В эволюции работает масса механизмов. При чем здесь маньяки отравители?
",1.0,1.0
"Недавно отдыхал в ОАЭ, там если ты отвесил непристойные шутку женщине - можно схлопотать штраф в 5000 долларов, если потрогал против её воли - в три раза выше. Процентов 80 проживающих - мигранты из Индии и прочих беднющих государств, которые, как мне показалось, живут прилично хуже наших гастеров. Но при этом количество убийств там в 10 раз ниже чем у нас.
",0.0,0.0
И лозунг - воюй-засыпай,0.0,1.0
Так может автор фото использовал треногу для фотоаппарата),0.0,0.0
"Приору сложно назвать современным автомобилем, так что понадобился только адаптер для ОБД. Я описал в общих чертах, там именно, что был планомерный поиск. хотя я не диагност ни разу, даже скорее наполовину жопорук
",0.0,0.0
"а когда на нём стоит объективчик от АГАТ 18 то это приводит в восторг
",0.0,0.0
"Приказ обычно всегда вместе с трудовой книжкой дают. Не могу представить ситуацию, когда книжку не выдали, а приказ выдали
",0.0,0.0
"Изолон, потом пеноплекс, потом гипсокартон влагостойкий или пластик. Лишь бы крыша не протекла.
",0.0,0.0
"Судя по новостям, суды настолько скомпроментированы, что удивительно, что в них ещё кто-то ходит....
",0.0,0.0
"Ну , просто вяжу жгуты на 24 бисерины и из toho 15,тут какая бы скорость не была быстрее 10 -12 часов совсем никак)
",0.0,0.0
"Всё правильно крестьянка.
",0.0,1.0
"Лол, свинота даже не знает о чём речь, но вот жы бля, спиздануть своё охуенно важное мнение, ну оче надо высрать. АХАХА
",1.0,1.0
"Посмотрел специально про поезда в Польше. Итак, расстояние между Гданьском и Варшавой 283 километра, а между Новосибирском и Томском - 308. Немного длиннее. Самый быстрый поезд у нас 4 часа 27 минут. Гданьск-Варшава самый быстрый - 2 часа, 39 минут. Но ходит один-два раза в день, в другое время проезд от трех до 5,8 часов. И, самое главное. у нас цена билета идет от 609 р. в сидячем, плацкарт 750 р, купе от 1200 рэ. В Польше цена порядка 2800 (165 злотых в среднем) рэ. Вы согласны ехать три часа сидя и при этом заплатить в 4,5 раза больше, чем в сидячем у нас, который едет 4 часа 27 минут?
",0.0,0.0
"А где номер сервисной поддержки?
",0.0,1.0
"Я тебя прекрасно понимаю, но, повторюсь все упирается в бабки. Капитальные затраты для заказчика в 90 случаев гораздо важнее эксплуатационных. Потому что эксплуатационные расходы решаются просто - система вентиляции нахрен вырубается, и экономится: машиноресурс, электроэнергия, тепловая энергия, холодильная энергия в чумовом масштабе. А проветривание помещений осуществляется через санузлы и открытые окна. Это реальные примеры из жизни. У меня заказчик шел на то, чтобы выкинуть из проекта ОЗК (и поиметь проблем с пожаркой и вообще сгореть нахрен) потому что под них нужни ИБП и шкаф автоматики, а это дорого. Самая энергосберегающая технология у нас - ничего не предусматривать, потому, что дорого. И это действительно дорого, с неочевидным отбитием по деньгам в перспективе. Пока у нас энерго- и людские ресурсы будут стоить копейки - никаких энергоэффективных технологий мы не увидим в широком распространении.
",0.0,0.0
"Спасибо за информацию, но уходить особо некуда, тарифы у них приятные. 10р в день, полный безлимит.
",0.0,0.0
"малой у тебя в штанах, малой. россия будет свободной, а ты останешься малым, малой.
",1.0,1.0
"В ТЦ квартал, в Липецке 2 пятерочки на одном этаже, в 2 минутах ходьбы.
",0.0,0.0
"Ну например. Расторгнуть контракт с инвестором администрация могла не 2018, а например 2008. Между прочим много людей купила квартиры в процессе, а не в самом начале. Этим бы они спасли людей от попадания в такую ситуацию. Плюс было бы больше свободных квартир. А значит проще достроить. Не кормить нас завтраками . Потому что это сжирало наше время. Не терять документацию или восстановить её. Сообщить в минстрой, что у города нет компенсационного участка и возможности нам помочь. А не говорить, что всё нормально и под контролем. Ну это только на вскидку.
",0.0,0.0
"как РФ может давать гарантии о безопасности, когда в дело вступит Рогозин ?) или он платформу будет сразу на земле строить, что в случае чего не так глубоко затонула ?)
",0.0,0.0
"Уже давненько добрались. Чего только стоит история с Шарли-Эбдо,но это из недавних. Бывало конечно,что они перегибали палку,но такая реакция и была для них целью.
",0.0,0.0
"А еще они идеальные доставщики чего-то большого и опасного в метро или иные общественные места. Их не проверяют на входе, а сумка фольгирована.
",0.0,0.0
